seatId,sectionId,row,number,status,version
SEAT8512,SEC9,26,12,BOOKED,0
SEAT8513,SEC9,26,13,BOOKED,0
SEAT8514,SEC9,26,14,BOOKED,0
SEAT8515,SEC9,26,15,BOOKED,0
SEAT8516,SEC9,26,16,BOOKED,0
SEAT8517,SEC9,26,17,BOOKED,0
SEAT8518,SEC9,26,18,BOOKED,0
SEAT8519,SEC9,26,19,BOOKED,0
SEAT8520,SEC9,26,20,BOOKED,0
SEAT8521,SEC9,27,1,BOOKED,0
SEAT8522,SEC9,27,2,BOOKED,0
SEAT8523,SEC9,27,3,BOOKED,0
SEAT8524,SEC9,27,4,BOOKED,0
SEAT8525,SEC9,27,5,BOOKED,0
SEAT8526,SEC9,27,6,BOOKED,0
SEAT8527,SEC9,27,7,BOOKED,0
SEAT8528,SEC9,27,8,BOOKED,0
SEAT8529,SEC9,27,9,BOOKED,0
SEAT8530,SEC9,27,10,BOOKED,0
SEAT8531,SEC9,27,11,BOOKED,0
SEAT8532,SEC9,27,12,BOOKED,0
SEAT8533,SEC9,27,13,BOOKED,0
SEAT8534,SEC9,27,14,BOOKED,0
SEAT8535,SEC9,27,15,BOOKED,0
SEAT8536,SEC9,27,16,BOOKED,0
SEAT8537,SEC9,27,17,BOOKED,0
SEAT8538,SEC9,27,18,BOOKED,0
SEAT8539,SEC9,27,19,BOOKED,0
SEAT8540,SEC9,27,20,BOOKED,0
SEAT8541,SEC9,28,1,BOOKED,0
SEAT8542,SEC9,28,2,BOOKED,0
SEAT8543,SEC9,28,3,BOOKED,0
SEAT8544,SEC9,28,4,BOOKED,0
SEAT8545,SEC9,28,5,BOOKED,0
SEAT8546,SEC9,28,6,BOOKED,0
SEAT8547,SEC9,28,7,BOOKED,0
SEAT8548,SEC9,28,8,BOOKED,0
SEAT8549,SEC9,28,9,BOOKED,0
SEAT8550,SEC9,28,10,BOOKED,0
SEAT8551,SEC9,28,11,BOOKED,0
SEAT8552,SEC9,28,12,BOOKED,0
SEAT8553,SEC9,28,13,BOOKED,0
SEAT8554,SEC9,28,14,BOOKED,0
SEAT8555,SEC9,28,15,BOOKED,0
SEAT8556,SEC9,28,16,BOOKED,0
SEAT8557,SEC9,28,17,BOOKED,0
SEAT8558,SEC9,28,18,BOOKED,0
SEAT8559,SEC9,28,19,BOOKED,0
SEAT8560,SEC9,28,20,BOOKED,0
SEAT8561,SEC9,29,1,BOOKED,0
SEAT8562,SEC9,29,2,BOOKED,0
SEAT8563,SEC9,29,3,BOOKED,0
SEAT8564,SEC9,29,4,BOOKED,0
SEAT8565,SEC9,29,5,BOOKED,0
SEAT8566,SEC9,29,6,BOOKED,0
SEAT8567,SEC9,29,7,BOOKED,0
SEAT8568,SEC9,29,8,BOOKED,0
SEAT8569,SEC9,29,9,BOOKED,0
SEAT8570,SEC9,29,10,BOOKED,0
SEAT8571,SEC9,29,11,BOOKED,0
SEAT8572,SEC9,29,12,BOOKED,0
SEAT8573,SEC9,29,13,BOOKED,0
SEAT8574,SEC9,29,14,BOOKED,0
SEAT8575,SEC9,29,15,BOOKED,0
SEAT8576,SEC9,29,16,BOOKED,0
SEAT8577,SEC9,29,17,BOOKED,0
SEAT8578,SEC9,29,18,BOOKED,0
SEAT8579,SEC9,29,19,BOOKED,0
SEAT8580,SEC9,29,20,BOOKED,0
SEAT8581,SEC9,30,1,BOOKED,0
SEAT8582,SEC9,30,2,BOOKED,0
SEAT8583,SEC9,30,3,BOOKED,0
SEAT8584,SEC9,30,4,BOOKED,0
SEAT8585,SEC9,30,5,BOOKED,0
SEAT8586,SEC9,30,6,BOOKED,0
SEAT8587,SEC9,30,7,BOOKED,0
SEAT8588,SEC9,30,8,BOOKED,0
SEAT8589,SEC9,30,9,BOOKED,0
SEAT8590,SEC9,30,10,BOOKED,0
SEAT8591,SEC9,30,11,BOOKED,0
SEAT8592,SEC9,30,12,BOOKED,0
SEAT8593,SEC9,30,13,BOOKED,0
SEAT8594,SEC9,30,14,BOOKED,0
SEAT8595,SEC9,30,15,BOOKED,0
SEAT8596,SEC9,30,16,BOOKED,0
SEAT8597,SEC9,30,17,BOOKED,0
SEAT8598,SEC9,30,18,BOOKED,0
SEAT8599,SEC9,30,19,BOOKED,0
SEAT8600,SEC9,30,20,BOOKED,0
SEAT8601,SEC9,31,1,BOOKED,0
SEAT8602,SEC9,31,2,BOOKED,0
SEAT8603,SEC9,31,3,BOOKED,0
SEAT8604,SEC9,31,4,BOOKED,0
SEAT8605,SEC9,31,5,BOOKED,0
SEAT8606,SEC9,31,6,BOOKED,0
SEAT8607,SEC9,31,7,BOOKED,0
SEAT8608,SEC9,31,8,BOOKED,0
SEAT8609,SEC9,31,9,BOOKED,0
SEAT8610,SEC9,31,10,BOOKED,0
SEAT8611,SEC9,31,11,BOOKED,0
SEAT8612,SEC9,31,12,BOOKED,0
SEAT8613,SEC9,31,13,BOOKED,0
SEAT8614,SEC9,31,14,BOOKED,0
SEAT8615,SEC9,31,15,BOOKED,0
SEAT8616,SEC9,31,16,BOOKED,0
SEAT8617,SEC9,31,17,BOOKED,0
SEAT8618,SEC9,31,18,BOOKED,0
SEAT8619,SEC9,31,19,BOOKED,0
SEAT8620,SEC9,31,20,BOOKED,0
SEAT8621,SEC9,32,1,BOOKED,0
SEAT8622,SEC9,32,2,BOOKED,0
SEAT8623,SEC9,32,3,AVAILABLE,0
SEAT8624,SEC9,32,4,BOOKED,0
SEAT8625,SEC9,32,5,BOOKED,0
SEAT8626,SEC9,32,6,BOOKED,0
SEAT8627,SEC9,32,7,BOOKED,0
SEAT8628,SEC9,32,8,BOOKED,0
SEAT8629,SEC9,32,9,BOOKED,0
SEAT8630,SEC9,32,10,BOOKED,0
SEAT8631,SEC9,32,11,BOOKED,0
SEAT8632,SEC9,32,12,BOOKED,0
SEAT8633,SEC9,32,13,BOOKED,0
SEAT8634,SEC9,32,14,BOOKED,0
SEAT8635,SEC9,32,15,BOOKED,0
SEAT8636,SEC9,32,16,BOOKED,0
SEAT8637,SEC9,32,17,BOOKED,0
SEAT8638,SEC9,32,18,AVAILABLE,0
SEAT8639,SEC9,32,19,BOOKED,0
SEAT8640,SEC9,32,20,BOOKED,0
SEAT8641,SEC9,33,1,BOOKED,0
SEAT8642,SEC9,33,2,BOOKED,0
SEAT8643,SEC9,33,3,BOOKED,0
SEAT8644,SEC9,33,4,BOOKED,0
SEAT8645,SEC9,33,5,BOOKED,0
SEAT8646,SEC9,33,6,BOOKED,0
SEAT8647,SEC9,33,7,BOOKED,0
SEAT8648,SEC9,33,8,AVAILABLE,0
SEAT8649,SEC9,33,9,BOOKED,0
SEAT8650,SEC9,33,10,BOOKED,0
SEAT8651,SEC9,33,11,BOOKED,0
SEAT8652,SEC9,33,12,BOOKED,0
SEAT8653,SEC9,33,13,BOOKED,0
SEAT8654,SEC9,33,14,BOOKED,0
SEAT8655,SEC9,33,15,BOOKED,0
SEAT8656,SEC9,33,16,BOOKED,0
SEAT8657,SEC9,33,17,BOOKED,0
SEAT8658,SEC9,33,18,BOOKED,0
SEAT8659,SEC9,33,19,BOOKED,0
SEAT8660,SEC9,33,20,BOOKED,0
SEAT8661,SEC9,34,1,BOOKED,0
SEAT8662,SEC9,34,2,BOOKED,0
SEAT8663,SEC9,34,3,BOOKED,0
SEAT8664,SEC9,34,4,BOOKED,0
SEAT8665,SEC9,34,5,BOOKED,0
SEAT8666,SEC9,34,6,BOOKED,0
SEAT8667,SEC9,34,7,BOOKED,0
SEAT8668,SEC9,34,8,BOOKED,0
SEAT8669,SEC9,34,9,BOOKED,0
SEAT8670,SEC9,34,10,BOOKED,0
SEAT8671,SEC9,34,11,BOOKED,0
SEAT8672,SEC9,34,12,BOOKED,0
SEAT8673,SEC9,34,13,BOOKED,0
SEAT8674,SEC9,34,14,BOOKED,0
SEAT8675,SEC9,34,15,BOOKED,0
SEAT8676,SEC9,34,16,BOOKED,0
SEAT8677,SEC9,34,17,BOOKED,0
SEAT8678,SEC9,34,18,BOOKED,0
SEAT8679,SEC9,34,19,BOOKED,0
SEAT8680,SEC9,34,20,BOOKED,0
SEAT8681,SEC9,35,1,BOOKED,0
SEAT8682,SEC9,35,2,AVAILABLE,0
SEAT8683,SEC9,35,3,BOOKED,0
SEAT8684,SEC9,35,4,BOOKED,0
SEAT8685,SEC9,35,5,BOOKED,0
SEAT8686,SEC9,35,6,BOOKED,0
SEAT8687,SEC9,35,7,BOOKED,0
SEAT8688,SEC9,35,8,AVAILABLE,0
SEAT8689,SEC9,35,9,BOOKED,0
SEAT8690,SEC9,35,10,BOOKED,0
SEAT8691,SEC9,35,11,BOOKED,0
SEAT8692,SEC9,35,12,BOOKED,0
SEAT8693,SEC9,35,13,BOOKED,0
SEAT8694,SEC9,35,14,BOOKED,0
SEAT8695,SEC9,35,15,BOOKED,0
SEAT8696,SEC9,35,16,BOOKED,0
SEAT8697,SEC9,35,17,BOOKED,0
SEAT8698,SEC9,35,18,BOOKED,0
SEAT8699,SEC9,35,19,BOOKED,0
SEAT8700,SEC9,35,20,BOOKED,0
SEAT8701,SEC9,36,1,BOOKED,0
SEAT8702,SEC9,36,2,BOOKED,0
SEAT8703,SEC9,36,3,BOOKED,0
SEAT8704,SEC9,36,4,BOOKED,0
SEAT8705,SEC9,36,5,BOOKED,0
SEAT8706,SEC9,36,6,BOOKED,0
SEAT8707,SEC9,36,7,BOOKED,0
SEAT8708,SEC9,36,8,BOOKED,0
SEAT8709,SEC9,36,9,BOOKED,0
SEAT8710,SEC9,36,10,BOOKED,0
SEAT8711,SEC9,36,11,BOOKED,0
SEAT8712,SEC9,36,12,BOOKED,0
SEAT8713,SEC9,36,13,BOOKED,0
SEAT8714,SEC9,36,14,BOOKED,0
SEAT8715,SEC9,36,15,BOOKED,0
SEAT8716,SEC9,36,16,BOOKED,0
SEAT8717,SEC9,36,17,BOOKED,0
SEAT8718,SEC9,36,18,AVAILABLE,0
SEAT8719,SEC9,36,19,BOOKED,0
SEAT8720,SEC9,36,20,BOOKED,0
SEAT8721,SEC9,37,1,BOOKED,0
SEAT8722,SEC9,37,2,BOOKED,0
SEAT8723,SEC9,37,3,BOOKED,0
SEAT8724,SEC9,37,4,BOOKED,0
SEAT8725,SEC9,37,5,AVAILABLE,0
SEAT8726,SEC9,37,6,BOOKED,0
SEAT8727,SEC9,37,7,BOOKED,0
SEAT8728,SEC9,37,8,BOOKED,0
SEAT8729,SEC9,37,9,BOOKED,0
SEAT8730,SEC9,37,10,AVAILABLE,0
SEAT8731,SEC9,37,11,BOOKED,0
SEAT8732,SEC9,37,12,BOOKED,0
SEAT8733,SEC9,37,13,BOOKED,0
SEAT8734,SEC9,37,14,AVAILABLE,0
SEAT8735,SEC9,37,15,BOOKED,0
SEAT8736,SEC9,37,16,BOOKED,0
SEAT8737,SEC9,37,17,BOOKED,0
SEAT8738,SEC9,37,18,BOOKED,0
SEAT8739,SEC9,37,19,BOOKED,0
SEAT8740,SEC9,37,20,AVAILABLE,0
SEAT8741,SEC9,38,1,BOOKED,0
SEAT8742,SEC9,38,2,BOOKED,0
SEAT8743,SEC9,38,3,BOOKED,0
SEAT8744,SEC9,38,4,BOOKED,0
SEAT8745,SEC9,38,5,BOOKED,0
SEAT8746,SEC9,38,6,BOOKED,0
SEAT8747,SEC9,38,7,BOOKED,0
SEAT8748,SEC9,38,8,BOOKED,0
SEAT8749,SEC9,38,9,AVAILABLE,0
SEAT8750,SEC9,38,10,BOOKED,0
SEAT8751,SEC9,38,11,BOOKED,0
SEAT8752,SEC9,38,12,BOOKED,0
SEAT8753,SEC9,38,13,BOOKED,0
SEAT8754,SEC9,38,14,BOOKED,0
SEAT8755,SEC9,38,15,BOOKED,0
SEAT8756,SEC9,38,16,BOOKED,0
SEAT8757,SEC9,38,17,BOOKED,0
SEAT8758,SEC9,38,18,BOOKED,0
SEAT8759,SEC9,38,19,BOOKED,0
SEAT8760,SEC9,38,20,BOOKED,0
SEAT8761,SEC9,39,1,BOOKED,0
SEAT8762,SEC9,39,2,BOOKED,0
SEAT8763,SEC9,39,3,BOOKED,0
SEAT8764,SEC9,39,4,BOOKED,0
SEAT8765,SEC9,39,5,BOOKED,0
SEAT8766,SEC9,39,6,BOOKED,0
SEAT8767,SEC9,39,7,BOOKED,0
SEAT8768,SEC9,39,8,BOOKED,0
SEAT8769,SEC9,39,9,BOOKED,0
SEAT8770,SEC9,39,10,BOOKED,0
SEAT8771,SEC9,39,11,BOOKED,0
SEAT8772,SEC9,39,12,BOOKED,0
SEAT8773,SEC9,39,13,BOOKED,0
SEAT8774,SEC9,39,14,BOOKED,0
SEAT8775,SEC9,39,15,AVAILABLE,0
SEAT8776,SEC9,39,16,BOOKED,0
SEAT8777,SEC9,39,17,BOOKED,0
SEAT8778,SEC9,39,18,BOOKED,0
SEAT8779,SEC9,39,19,BOOKED,0
SEAT8780,SEC9,39,20,BOOKED,0
SEAT8781,SEC9,40,1,BOOKED,0
SEAT8782,SEC9,40,2,BOOKED,0
SEAT8783,SEC9,40,3,BOOKED,0
SEAT8784,SEC9,40,4,BOOKED,0
SEAT8785,SEC9,40,5,BOOKED,0
SEAT8786,SEC9,40,6,BOOKED,0
SEAT8787,SEC9,40,7,BOOKED,0
SEAT8788,SEC9,40,8,BOOKED,0
SEAT8789,SEC9,40,9,BOOKED,0
SEAT8790,SEC9,40,10,BOOKED,0
SEAT8791,SEC9,40,11,BOOKED,0
SEAT8792,SEC9,40,12,BOOKED,0
SEAT8793,SEC9,40,13,BOOKED,0
SEAT8794,SEC9,40,14,BOOKED,0
SEAT8795,SEC9,40,15,BOOKED,0
SEAT8796,SEC9,40,16,BOOKED,0
SEAT8797,SEC9,40,17,BOOKED,0
SEAT8798,SEC9,40,18,BOOKED,0
SEAT8799,SEC9,40,19,BOOKED,0
SEAT8800,SEC9,40,20,BOOKED,0
SEAT8801,SEC9,41,1,BOOKED,0
SEAT8802,SEC9,41,2,BOOKED,0
SEAT8803,SEC9,41,3,BOOKED,0
SEAT8804,SEC9,41,4,BOOKED,0
SEAT8805,SEC9,41,5,BOOKED,0
SEAT8806,SEC9,41,6,AVAILABLE,0
SEAT8807,SEC9,41,7,BOOKED,0
SEAT8808,SEC9,41,8,BOOKED,0
SEAT8809,SEC9,41,9,AVAILABLE,0
SEAT8810,SEC9,41,10,BOOKED,0
SEAT8811,SEC9,41,11,BOOKED,0
SEAT8812,SEC9,41,12,BOOKED,0
SEAT8813,SEC9,41,13,BOOKED,0
SEAT8814,SEC9,41,14,BOOKED,0
SEAT8815,SEC9,41,15,BOOKED,0
SEAT8816,SEC9,41,16,BOOKED,0
SEAT8817,SEC9,41,17,BOOKED,0
SEAT8818,SEC9,41,18,BOOKED,0
SEAT8819,SEC9,41,19,BOOKED,0
SEAT8820,SEC9,41,20,BOOKED,0
SEAT8821,SEC9,42,1,BOOKED,0
SEAT8822,SEC9,42,2,BOOKED,0
SEAT8823,SEC9,42,3,BOOKED,0
SEAT8824,SEC9,42,4,BOOKED,0
SEAT8825,SEC9,42,5,AVAILABLE,0
SEAT8826,SEC9,42,6,BOOKED,0
SEAT8827,SEC9,42,7,BOOKED,0
SEAT8828,SEC9,42,8,BOOKED,0
SEAT8829,SEC9,42,9,BOOKED,0
SEAT8830,SEC9,42,10,BOOKED,0
SEAT8831,SEC9,42,11,BOOKED,0
SEAT8832,SEC9,42,12,BOOKED,0
SEAT8833,SEC9,42,13,BOOKED,0
SEAT8834,SEC9,42,14,BOOKED,0
SEAT8835,SEC9,42,15,BOOKED,0
SEAT8836,SEC9,42,16,BOOKED,0
SEAT8837,SEC9,42,17,BOOKED,0
SEAT8838,SEC9,42,18,BOOKED,0
SEAT8839,SEC9,42,19,BOOKED,0
SEAT8840,SEC9,42,20,BOOKED,0
SEAT8841,SEC9,43,1,BOOKED,0
SEAT8842,SEC9,43,2,BOOKED,0
SEAT8843,SEC9,43,3,BOOKED,0
SEAT8844,SEC9,43,4,BOOKED,0
SEAT8845,SEC9,43,5,BOOKED,0
SEAT8846,SEC9,43,6,BOOKED,0
SEAT8847,SEC9,43,7,BOOKED,0
SEAT8848,SEC9,43,8,BOOKED,0
SEAT8849,SEC9,43,9,BOOKED,0
SEAT8850,SEC9,43,10,BOOKED,0
SEAT8851,SEC9,43,11,BOOKED,0
SEAT8852,SEC9,43,12,BOOKED,0
SEAT8853,SEC9,43,13,BOOKED,0
SEAT8854,SEC9,43,14,BOOKED,0
SEAT8855,SEC9,43,15,BOOKED,0
SEAT8856,SEC9,43,16,BOOKED,0
SEAT8857,SEC9,43,17,BOOKED,0
SEAT8858,SEC9,43,18,BOOKED,0
SEAT8859,SEC9,43,19,BOOKED,0
SEAT8860,SEC9,43,20,BOOKED,0
SEAT8861,SEC9,44,1,BOOKED,0
SEAT8862,SEC9,44,2,BOOKED,0
SEAT8863,SEC9,44,3,BOOKED,0
SEAT8864,SEC9,44,4,BOOKED,0
SEAT8865,SEC9,44,5,BOOKED,0
SEAT8866,SEC9,44,6,BOOKED,0
SEAT8867,SEC9,44,7,BOOKED,0
SEAT8868,SEC9,44,8,BOOKED,0
SEAT8869,SEC9,44,9,BOOKED,0
SEAT8870,SEC9,44,10,BOOKED,0
SEAT8871,SEC9,44,11,BOOKED,0
SEAT8872,SEC9,44,12,BOOKED,0
SEAT8873,SEC9,44,13,BOOKED,0
SEAT8874,SEC9,44,14,BOOKED,0
SEAT8875,SEC9,44,15,BOOKED,0
SEAT8876,SEC9,44,16,BOOKED,0
SEAT8877,SEC9,44,17,BOOKED,0
SEAT8878,SEC9,44,18,BOOKED,0
SEAT8879,SEC9,44,19,BOOKED,0
SEAT8880,SEC9,44,20,BOOKED,0
SEAT8881,SEC9,45,1,BOOKED,0
SEAT8882,SEC9,45,2,BOOKED,0
SEAT8883,SEC9,45,3,BOOKED,0
SEAT8884,SEC9,45,4,BOOKED,0
SEAT8885,SEC9,45,5,BOOKED,0
SEAT8886,SEC9,45,6,BOOKED,0
SEAT8887,SEC9,45,7,BOOKED,0
SEAT8888,SEC9,45,8,BOOKED,0
SEAT8889,SEC9,45,9,BOOKED,0
SEAT8890,SEC9,45,10,BOOKED,0
SEAT8891,SEC9,45,11,AVAILABLE,0
SEAT8892,SEC9,45,12,BOOKED,0
SEAT8893,SEC9,45,13,BOOKED,0
SEAT8894,SEC9,45,14,BOOKED,0
SEAT8895,SEC9,45,15,BOOKED,0
SEAT8896,SEC9,45,16,BOOKED,0
SEAT8897,SEC9,45,17,BOOKED,0
SEAT8898,SEC9,45,18,BOOKED,0
SEAT8899,SEC9,45,19,BOOKED,0
SEAT8900,SEC9,45,20,BOOKED,0
SEAT8901,SEC9,46,1,BOOKED,0
SEAT8902,SEC9,46,2,BOOKED,0
SEAT8903,SEC9,46,3,BOOKED,0
SEAT8904,SEC9,46,4,BOOKED,0
SEAT8905,SEC9,46,5,BOOKED,0
SEAT8906,SEC9,46,6,BOOKED,0
SEAT8907,SEC9,46,7,BOOKED,0
SEAT8908,SEC9,46,8,BOOKED,0
SEAT8909,SEC9,46,9,BOOKED,0
SEAT8910,SEC9,46,10,BOOKED,0
SEAT8911,SEC9,46,11,BOOKED,0
SEAT8912,SEC9,46,12,BOOKED,0
SEAT8913,SEC9,46,13,BOOKED,0
SEAT8914,SEC9,46,14,BOOKED,0
SEAT8915,SEC9,46,15,BOOKED,0
SEAT8916,SEC9,46,16,BOOKED,0
SEAT8917,SEC9,46,17,BOOKED,0
SEAT8918,SEC9,46,18,BOOKED,0
SEAT8919,SEC9,46,19,BOOKED,0
SEAT8920,SEC9,46,20,BOOKED,0
SEAT8921,SEC9,47,1,BOOKED,0
SEAT8922,SEC9,47,2,BOOKED,0
SEAT8923,SEC9,47,3,BOOKED,0
SEAT8924,SEC9,47,4,BOOKED,0
SEAT8925,SEC9,47,5,BOOKED,0
SEAT8926,SEC9,47,6,BOOKED,0
SEAT8927,SEC9,47,7,BOOKED,0
SEAT8928,SEC9,47,8,BOOKED,0
SEAT8929,SEC9,47,9,BOOKED,0
SEAT8930,SEC9,47,10,BOOKED,0
SEAT8931,SEC9,47,11,AVAILABLE,0
SEAT8932,SEC9,47,12,BOOKED,0
SEAT8933,SEC9,47,13,BOOKED,0
SEAT8934,SEC9,47,14,BOOKED,0
SEAT8935,SEC9,47,15,BOOKED,0
SEAT8936,SEC9,47,16,BOOKED,0
SEAT8937,SEC9,47,17,BOOKED,0
SEAT8938,SEC9,47,18,BOOKED,0
SEAT8939,SEC9,47,19,BOOKED,0
SEAT8940,SEC9,47,20,BOOKED,0
SEAT8941,SEC9,48,1,BOOKED,0
SEAT8942,SEC9,48,2,BOOKED,0
SEAT8943,SEC9,48,3,BOOKED,0
SEAT8944,SEC9,48,4,BOOKED,0
SEAT8945,SEC9,48,5,BOOKED,0
SEAT8946,SEC9,48,6,BOOKED,0
SEAT8947,SEC9,48,7,BOOKED,0
SEAT8948,SEC9,48,8,AVAILABLE,0
SEAT8949,SEC9,48,9,BOOKED,0
SEAT8950,SEC9,48,10,AVAILABLE,0
SEAT8951,SEC9,48,11,BOOKED,0
SEAT8952,SEC9,48,12,BOOKED,0
SEAT8953,SEC9,48,13,BOOKED,0
SEAT8954,SEC9,48,14,BOOKED,0
SEAT8955,SEC9,48,15,BOOKED,0
SEAT8956,SEC9,48,16,BOOKED,0
SEAT8957,SEC9,48,17,BOOKED,0
SEAT8958,SEC9,48,18,BOOKED,0
SEAT8959,SEC9,48,19,BOOKED,0
SEAT8960,SEC9,48,20,BOOKED,0
SEAT8961,SEC9,49,1,BOOKED,0
SEAT8962,SEC9,49,2,BOOKED,0
SEAT8963,SEC9,49,3,BOOKED,0
SEAT8964,SEC9,49,4,AVAILABLE,0
SEAT8965,SEC9,49,5,BOOKED,0
SEAT8966,SEC9,49,6,BOOKED,0
SEAT8967,SEC9,49,7,BOOKED,0
SEAT8968,SEC9,49,8,BOOKED,0
SEAT8969,SEC9,49,9,BOOKED,0
SEAT8970,SEC9,49,10,BOOKED,0
SEAT8971,SEC9,49,11,BOOKED,0
SEAT8972,SEC9,49,12,BOOKED,0
SEAT8973,SEC9,49,13,BOOKED,0
SEAT8974,SEC9,49,14,BOOKED,0
SEAT8975,SEC9,49,15,BOOKED,0
SEAT8976,SEC9,49,16,BOOKED,0
SEAT8977,SEC9,49,17,BOOKED,0
SEAT8978,SEC9,49,18,BOOKED,0
SEAT8979,SEC9,49,19,AVAILABLE,0
SEAT8980,SEC9,49,20,BOOKED,0
SEAT8981,SEC9,50,1,BOOKED,0
SEAT8982,SEC9,50,2,BOOKED,0
SEAT8983,SEC9,50,3,BOOKED,0
SEAT8984,SEC9,50,4,BOOKED,0
SEAT8985,SEC9,50,5,BOOKED,0
SEAT8986,SEC9,50,6,BOOKED,0
SEAT8987,SEC9,50,7,BOOKED,0
SEAT8988,SEC9,50,8,BOOKED,0
SEAT8989,SEC9,50,9,BOOKED,0
SEAT8990,SEC9,50,10,BOOKED,0
SEAT8991,SEC9,50,11,BOOKED,0
SEAT8992,SEC9,50,12,BOOKED,0
SEAT8993,SEC9,50,13,BOOKED,0
SEAT8994,SEC9,50,14,BOOKED,0
SEAT8995,SEC9,50,15,BOOKED,0
SEAT8996,SEC9,50,16,BOOKED,0
SEAT8997,SEC9,50,17,BOOKED,0
SEAT8998,SEC9,50,18,BOOKED,0
SEAT8999,SEC9,50,19,BOOKED,0
SEAT9000,SEC9,50,20,BOOKED,0
SEAT9001,SEC10,1,1,BOOKED,0
SEAT9002,SEC10,1,2,BOOKED,0
SEAT9003,SEC10,1,3,BOOKED,0
SEAT9004,SEC10,1,4,BOOKED,0
SEAT9005,SEC10,1,5,BOOKED,0
SEAT9006,SEC10,1,6,BOOKED,0
SEAT9007,SEC10,1,7,BOOKED,0
SEAT9008,SEC10,1,8,AVAILABLE,0
SEAT9009,SEC10,1,9,BOOKED,0
SEAT9010,SEC10,1,10,BOOKED,0
SEAT9011,SEC10,1,11,BOOKED,0
SEAT9012,SEC10,1,12,BOOKED,0
SEAT9013,SEC10,1,13,BOOKED,0
SEAT9014,SEC10,1,14,BOOKED,0
SEAT9015,SEC10,1,15,BOOKED,0
SEAT9016,SEC10,1,16,BOOKED,0
SEAT9017,SEC10,1,17,BOOKED,0
SEAT9018,SEC10,1,18,BOOKED,0
SEAT9019,SEC10,1,19,BOOKED,0
SEAT9020,SEC10,1,20,BOOKED,0
SEAT9021,SEC10,2,1,AVAILABLE,0
SEAT9022,SEC10,2,2,BOOKED,0
SEAT9023,SEC10,2,3,BOOKED,0
SEAT9024,SEC10,2,4,BOOKED,0
SEAT9025,SEC10,2,5,BOOKED,0
SEAT9026,SEC10,2,6,BOOKED,0
SEAT9027,SEC10,2,7,BOOKED,0
SEAT9028,SEC10,2,8,BOOKED,0
SEAT9029,SEC10,2,9,BOOKED,0
SEAT9030,SEC10,2,10,BOOKED,0
SEAT9031,SEC10,2,11,BOOKED,0
SEAT9032,SEC10,2,12,BOOKED,0
SEAT9033,SEC10,2,13,BOOKED,0
SEAT9034,SEC10,2,14,BOOKED,0
SEAT9035,SEC10,2,15,BOOKED,0
SEAT9036,SEC10,2,16,BOOKED,0
SEAT9037,SEC10,2,17,BOOKED,0
SEAT9038,SEC10,2,18,BOOKED,0
SEAT9039,SEC10,2,19,BOOKED,0
SEAT9040,SEC10,2,20,BOOKED,0
SEAT9041,SEC10,3,1,BOOKED,0
SEAT9042,SEC10,3,2,BOOKED,0
SEAT9043,SEC10,3,3,BOOKED,0
SEAT9044,SEC10,3,4,BOOKED,0
SEAT9045,SEC10,3,5,BOOKED,0
SEAT9046,SEC10,3,6,BOOKED,0
SEAT9047,SEC10,3,7,BOOKED,0
SEAT9048,SEC10,3,8,BOOKED,0
SEAT9049,SEC10,3,9,BOOKED,0
SEAT9050,SEC10,3,10,BOOKED,0
SEAT9051,SEC10,3,11,BOOKED,0
SEAT9052,SEC10,3,12,BOOKED,0
SEAT9053,SEC10,3,13,BOOKED,0
SEAT9054,SEC10,3,14,BOOKED,0
SEAT9055,SEC10,3,15,BOOKED,0
SEAT9056,SEC10,3,16,BOOKED,0
SEAT9057,SEC10,3,17,BOOKED,0
SEAT9058,SEC10,3,18,BOOKED,0
SEAT9059,SEC10,3,19,BOOKED,0
SEAT9060,SEC10,3,20,BOOKED,0
SEAT9061,SEC10,4,1,BOOKED,0
SEAT9062,SEC10,4,2,BOOKED,0
SEAT9063,SEC10,4,3,BOOKED,0
SEAT9064,SEC10,4,4,BOOKED,0
SEAT9065,SEC10,4,5,BOOKED,0
SEAT9066,SEC10,4,6,BOOKED,0
SEAT9067,SEC10,4,7,BOOKED,0
SEAT9068,SEC10,4,8,AVAILABLE,0
SEAT9069,SEC10,4,9,AVAILABLE,0
SEAT9070,SEC10,4,10,BOOKED,0
SEAT9071,SEC10,4,11,AVAILABLE,0
SEAT9072,SEC10,4,12,BOOKED,0
SEAT9073,SEC10,4,13,BOOKED,0
SEAT9074,SEC10,4,14,BOOKED,0
SEAT9075,SEC10,4,15,BOOKED,0
SEAT9076,SEC10,4,16,BOOKED,0
SEAT9077,SEC10,4,17,BOOKED,0
SEAT9078,SEC10,4,18,BOOKED,0
SEAT9079,SEC10,4,19,BOOKED,0
SEAT9080,SEC10,4,20,BOOKED,0
SEAT9081,SEC10,5,1,BOOKED,0
SEAT9082,SEC10,5,2,BOOKED,0
SEAT9083,SEC10,5,3,BOOKED,0
SEAT9084,SEC10,5,4,BOOKED,0
SEAT9085,SEC10,5,5,BOOKED,0
SEAT9086,SEC10,5,6,BOOKED,0
SEAT9087,SEC10,5,7,BOOKED,0
SEAT9088,SEC10,5,8,BOOKED,0
SEAT9089,SEC10,5,9,BOOKED,0
SEAT9090,SEC10,5,10,BOOKED,0
SEAT9091,SEC10,5,11,BOOKED,0
