stadiumId,name,location,capacity
S04778,Binh Duong Park 4778,Binh Duong,75000
S04779,Hue Dome 4779,Hue,38000
S04780,Da Nang Dome 4780,Da Nang,60500
S04781,Binh Duong Arena 4781,Binh Duong,61500
S04782,Nha Trang National Stadium 4782,Nha Trang,37000
S04783,Can Tho Park 4783,Can Tho,55000
S04784,Nam Dinh National Stadium 4784,Nam Dinh,62500
S04785,Hanoi National Stadium 4785,Hanoi,63500
S04786,Can Tho Dome 4786,Can Tho,74500
S04787,Hue Dome 4787,Hue,63500
S04788,Hue Sports Complex 4788,Hue,64500
S04789,Quy Nhon Arena 4789,Quy Nhon,63000
S04790,Da Nang Park 4790,Da Nang,75000
S04791,Binh Duong National Stadium 4791,Binh Duong,25000
S04792,Hanoi Park 4792,Hanoi,54000
S04793,Can Tho Dome 4793,Can Tho,40000
S04794,Can Tho Dome 4794,Can Tho,26500
S04795,Binh Duong Park 4795,Binh Duong,33500
S04796,Ho Chi Minh City Arena 4796,Ho Chi Minh City,34500
S04797,Quy Nhon Sports Complex 4797,Quy Nhon,18000
S04798,Nam Dinh Park 4798,Nam Dinh,74000
S04799,Binh Duong Park 4799,Binh Duong,48500
S04800,Hue Sports Complex 4800,Hue,36000
S04801,Hue Sports Complex 4801,Hue,64500
S04802,Da Nang Arena 4802,Da Nang,17500
S04803,Hai Phong Dome 4803,Hai Phong,49000
S04804,Nha Trang Park 4804,Nha Trang,72500
S04805,Nam Dinh Sports Complex 4805,Nam Dinh,21500
S04806,Can Tho Sports Complex 4806,Can Tho,26000
S04807,Ho Chi Minh City Sports Complex 4807,Ho Chi Minh City,33000
S04808,Quy Nhon Dome 4808,Quy Nhon,29500
S04809,Da Nang Sports Complex 4809,Da Nang,76500
S04810,Nha Trang Park 4810,Nha Trang,64500
S04811,Ho Chi Minh City Arena 4811,Ho Chi Minh City,58500
S04812,Nha Trang Arena 4812,Nha Trang,21500
S04813,Hai Phong Park 4813,Hai Phong,70000
S04814,Binh Duong Arena 4814,Binh Duong,17000
S04815,Nam Dinh National Stadium 4815,Nam Dinh,78000
S04816,Binh Duong Park 4816,Binh Duong,67500
S04817,Hai Phong National Stadium 4817,Hai Phong,47000
S04818,Hanoi Sports Complex 4818,Hanoi,28500
S04819,Nha Trang Park 4819,Nha Trang,43000
S04820,Quy Nhon Park 4820,Quy Nhon,23500
S04821,Quy Nhon Sports Complex 4821,Quy Nhon,75000
S04822,Ho Chi Minh City National Stadium 4822,Ho Chi Minh City,44000
S04823,Hue Dome 4823,Hue,32000
S04824,Ho Chi Minh City Arena 4824,Ho Chi Minh City,33000
S04825,Ho Chi Minh City Sports Complex 4825,Ho Chi Minh City,67500
S04826,Ho Chi Minh City Arena 4826,Ho Chi Minh City,62500
S04827,Ho Chi Minh City Sports Complex 4827,Ho Chi Minh City,25500
S04828,Binh Duong Sports Complex 4828,Binh Duong,33000
S04829,Quy Nhon Park 4829,Quy Nhon,59000
S04830,Ho Chi Minh City Sports Complex 4830,Ho Chi Minh City,73500
S04831,Hanoi Dome 4831,Hanoi,21500
S04832,Binh Duong Sports Complex 4832,Binh Duong,27500
S04833,Binh Duong National Stadium 4833,Binh Duong,77000
S04834,Hanoi Arena 4834,Hanoi,24000
S04835,Nam Dinh Dome 4835,Nam Dinh,72000
S04836,Hai Phong Arena 4836,Hai Phong,32500
S04837,Quy Nhon Arena 4837,Quy Nhon,47000
S04838,Da Nang Dome 4838,Da Nang,33500
S04839,Da Nang Arena 4839,Da Nang,56500
S04840,Ho Chi Minh City Park 4840,Ho Chi Minh City,71000
S04841,Hai Phong National Stadium 4841,Hai Phong,43500
S04842,Ho Chi Minh City Dome 4842,Ho Chi Minh City,51500
S04843,Nam Dinh Arena 4843,Nam Dinh,61500
S04844,Da Nang National Stadium 4844,Da Nang,42500
S04845,Nha Trang Park 4845,Nha Trang,40000
S04846,Nam Dinh Arena 4846,Nam Dinh,57000
S04847,Can Tho Dome 4847,Can Tho,50000
S04848,Da Nang Sports Complex 4848,Da Nang,70000
S04849,Hai Phong Sports Complex 4849,Hai Phong,59000
S04850,Quy Nhon Dome 4850,Quy Nhon,67000
S04851,Hue Park 4851,Hue,38500
S04852,Binh Duong Dome 4852,Binh Duong,34500
S04853,Ho Chi Minh City Arena 4853,Ho Chi Minh City,22500
S04854,Nha Trang Dome 4854,Nha Trang,78500
S04855,Quy Nhon Sports Complex 4855,Quy Nhon,31000
S04856,Hue National Stadium 4856,Hue,26500
S04857,Quy Nhon Sports Complex 4857,Quy Nhon,58500
S04858,Ho Chi Minh City Sports Complex 4858,Ho Chi Minh City,60500
S04859,Hue Arena 4859,Hue,65500
S04860,Quy Nhon Dome 4860,Quy Nhon,54500
S04861,Hue Arena 4861,Hue,17000
S04862,Nha Trang Sports Complex 4862,Nha Trang,48500
S04863,Hai Phong Dome 4863,Hai Phong,19000
S04864,Binh Duong Sports Complex 4864,Binh Duong,32000
S04865,Can Tho Dome 4865,Can Tho,40500
S04866,Quy Nhon Dome 4866,Quy Nhon,41000
S04867,Nha Trang National Stadium 4867,Nha Trang,32500
S04868,Quy Nhon Arena 4868,Quy Nhon,37500
S04869,Hanoi Sports Complex 4869,Hanoi,44500
S04870,Hue Arena 4870,Hue,52500
S04871,Da Nang Park 4871,Da Nang,28500
S04872,Ho Chi Minh City Park 4872,Ho Chi Minh City,55000
S04873,Can Tho Arena 4873,Can Tho,54500
S04874,Binh Duong National Stadium 4874,Binh Duong,77500
S04875,Hanoi Dome 4875,Hanoi,21000
S04876,Can Tho Sports Complex 4876,Can Tho,65500
S04877,Binh Duong National Stadium 4877,Binh Duong,58000
S04878,Hanoi Park 4878,Hanoi,29000
S04879,Can Tho Park 4879,Can Tho,28000
S04880,Da Nang Park 4880,Da Nang,41000
S04881,Hai Phong Sports Complex 4881,Hai Phong,67500
S04882,Da Nang Sports Complex 4882,Da Nang,36500
S04883,Hue Arena 4883,Hue,51000
S04884,Hai Phong National Stadium 4884,Hai Phong,17500
S04885,Hanoi Park 4885,Hanoi,21500
S04886,Binh Duong Dome 4886,Binh Duong,67000
S04887,Quy Nhon National Stadium 4887,Quy Nhon,25500
S04888,Nha Trang Sports Complex 4888,Nha Trang,16500
S04889,Hai Phong Arena 4889,Hai Phong,17000
S04890,Nha Trang National Stadium 4890,Nha Trang,68500
S04891,Hue Dome 4891,Hue,23500
S04892,Nha Trang National Stadium 4892,Nha Trang,20000
S04893,Ho Chi Minh City Park 4893,Ho Chi Minh City,62500
S04894,Hue National Stadium 4894,Hue,16000
S04895,Binh Duong Park 4895,Binh Duong,75000
S04896,Da Nang National Stadium 4896,Da Nang,63000
S04897,Nam Dinh Dome 4897,Nam Dinh,27500
S04898,Nam Dinh Sports Complex 4898,Nam Dinh,66500
S04899,Can Tho Dome 4899,Can Tho,48500
S04900,Hanoi Sports Complex 4900,Hanoi,33000
S04901,Quy Nhon Arena 4901,Quy Nhon,21500
S04902,Nha Trang Park 4902,Nha Trang,46000
S04903,Hue Sports Complex 4903,Hue,43000
S04904,Ho Chi Minh City Arena 4904,Ho Chi Minh City,78500
S04905,Hue Park 4905,Hue,33500
S04906,Quy Nhon Sports Complex 4906,Quy Nhon,74500
S04907,Binh Duong Park 4907,Binh Duong,31000
S04908,Hue National Stadium 4908,Hue,47500
S04909,Hue Sports Complex 4909,Hue,65000
S04910,Binh Duong National Stadium 4910,Binh Duong,44500
S04911,Hai Phong Park 4911,Hai Phong,79000
S04912,Hanoi Dome 4912,Hanoi,65500
S04913,Hai Phong Dome 4913,Hai Phong,39000
S04914,Quy Nhon Park 4914,Quy Nhon,22000
S04915,Nha Trang Sports Complex 4915,Nha Trang,24500
S04916,Ho Chi Minh City National Stadium 4916,Ho Chi Minh City,52000
S04917,Da Nang Arena 4917,Da Nang,71500
S04918,Quy Nhon Park 4918,Quy Nhon,31500
S04919,Ho Chi Minh City Arena 4919,Ho Chi Minh City,41500
S04920,Nam Dinh Dome 4920,Nam Dinh,49500
S04921,Nam Dinh Arena 4921,Nam Dinh,19000
S04922,Quy Nhon Sports Complex 4922,Quy Nhon,42000
S04923,Nha Trang Sports Complex 4923,Nha Trang,69500
S04924,Da Nang National Stadium 4924,Da Nang,36000
S04925,Nam Dinh Park 4925,Nam Dinh,41500
S04926,Hanoi Sports Complex 4926,Hanoi,60000
S04927,Hai Phong Park 4927,Hai Phong,67000
S04928,Quy Nhon Park 4928,Quy Nhon,48000
S04929,Can Tho Arena 4929,Can Tho,36000
S04930,Quy Nhon Dome 4930,Quy Nhon,48500
S04931,Binh Duong National Stadium 4931,Binh Duong,75500
S04932,Ho Chi Minh City Dome 4932,Ho Chi Minh City,61000
S04933,Ho Chi Minh City Dome 4933,Ho Chi Minh City,23500
S04934,Hanoi Arena 4934,Hanoi,49000
S04935,Ho Chi Minh City Arena 4935,Ho Chi Minh City,28000
S04936,Quy Nhon National Stadium 4936,Quy Nhon,17500
S04937,Hue Dome 4937,Hue,26000
S04938,Binh Duong Dome 4938,Binh Duong,24000
S04939,Binh Duong Dome 4939,Binh Duong,41000
S04940,Hanoi Sports Complex 4940,Hanoi,22500
S04941,Hue Sports Complex 4941,Hue,62000
S04942,Nha Trang Park 4942,Nha Trang,36000
S04943,Nam Dinh Sports Complex 4943,Nam Dinh,52000
S04944,Da Nang Arena 4944,Da Nang,34000
S04945,Binh Duong Arena 4945,Binh Duong,67500
S04946,Nam Dinh Sports Complex 4946,Nam Dinh,49000
S04947,Nam Dinh Sports Complex 4947,Nam Dinh,46000
S04948,Quy Nhon Arena 4948,Quy Nhon,76500
S04949,Can Tho Arena 4949,Can Tho,26000
S04950,Binh Duong Dome 4950,Binh Duong,15500
S04951,Can Tho Dome 4951,Can Tho,26500
S04952,Da Nang Dome 4952,Da Nang,19500
S04953,Hanoi Sports Complex 4953,Hanoi,61000
S04954,Hai Phong Arena 4954,Hai Phong,60500
S04955,Ho Chi Minh City Park 4955,Ho Chi Minh City,45000
S04956,Can Tho National Stadium 4956,Can Tho,19000
S04957,Nam Dinh Dome 4957,Nam Dinh,54000
S04958,Da Nang National Stadium 4958,Da Nang,38000
S04959,Binh Duong Arena 4959,Binh Duong,37500
S04960,Hanoi Arena 4960,Hanoi,33000
S04961,Nha Trang Dome 4961,Nha Trang,53500
S04962,Nha Trang Sports Complex 4962,Nha Trang,56000
S04963,Hue Sports Complex 4963,Hue,52000
S04964,Binh Duong Arena 4964,Binh Duong,20000
S04965,Nam Dinh Arena 4965,Nam Dinh,21500
S04966,Hai Phong Sports Complex 4966,Hai Phong,26500
S04967,Nha Trang Park 4967,Nha Trang,21500
S04968,Da Nang Park 4968,Da Nang,53500
S04969,Hue Sports Complex 4969,Hue,52500
S04970,Nam Dinh Park 4970,Nam Dinh,33000
S04971,Nam Dinh Dome 4971,Nam Dinh,28500
S04972,Da Nang National Stadium 4972,Da Nang,66500
S04973,Hai Phong Arena 4973,Hai Phong,21000
S04974,Nam Dinh Arena 4974,Nam Dinh,24500
S04975,Da Nang Dome 4975,Da Nang,72500
S04976,Hanoi Sports Complex 4976,Hanoi,20000
S04977,Hanoi Arena 4977,Hanoi,48500
S04978,Quy Nhon Dome 4978,Quy Nhon,58500
S04979,Quy Nhon Sports Complex 4979,Quy Nhon,35000
S04980,Binh Duong National Stadium 4980,Binh Duong,31000
S04981,Binh Duong Dome 4981,Binh Duong,39500
S04982,Hue Dome 4982,Hue,38500
S04983,Nha Trang Park 4983,Nha Trang,36000
S04984,Binh Duong National Stadium 4984,Binh Duong,73000
S04985,Nam Dinh Arena 4985,Nam Dinh,77500
S04986,Da Nang Sports Complex 4986,Da Nang,61500
S04987,Da Nang Dome 4987,Da Nang,51500
S04988,Quy Nhon Dome 4988,Quy Nhon,60500
S04989,Nha Trang National Stadium 4989,Nha Trang,51500
S04990,Hue Sports Complex 4990,Hue,26500
S04991,Hanoi Sports Complex 4991,Hanoi,71000
S04992,Quy Nhon Sports Complex 4992,Quy Nhon,62500
S04993,Hue Arena 4993,Hue,55500
S04994,Binh Duong Arena 4994,Binh Duong,40000
S04995,Can Tho Arena 4995,Can Tho,76000
S04996,Hanoi Arena 4996,Hanoi,44000
S04997,Can Tho Park 4997,Can Tho,28000
S04998,Hanoi Park 4998,Hanoi,35500
S04999,Can Tho National Stadium 4999,Can Tho,74500
S05000,Can Tho Sports Complex 5000,Can Tho,48000
S05001,Hanoi Park 5001,Hanoi,33000
S05002,Hanoi Sports Complex 5002,Hanoi,57000
S05003,Quy Nhon Dome 5003,Quy Nhon,18000
S05004,Nha Trang Sports Complex 5004,Nha Trang,56000
S05005,Hanoi Park 5005,Hanoi,69000
S05006,Hanoi Dome 5006,Hanoi,55000
S05007,Quy Nhon Dome 5007,Quy Nhon,26500
S05008,Quy Nhon Park 5008,Quy Nhon,68000
S05009,Ho Chi Minh City National Stadium 5009,Ho Chi Minh City,39000
S05010,Hanoi Park 5010,Hanoi,73500
S05011,Da Nang Arena 5011,Da Nang,72000
S05012,Da Nang National Stadium 5012,Da Nang,42500
S05013,Ho Chi Minh City National Stadium 5013,Ho Chi Minh City,44000
S05014,Hanoi Sports Complex 5014,Hanoi,21500
S05015,Binh Duong Sports Complex 5015,Binh Duong,79500
S05016,Hai Phong Park 5016,Hai Phong,63500
S05017,Hanoi Sports Complex 5017,Hanoi,70000
S05018,Can Tho Arena 5018,Can Tho,74500
S05019,Nam Dinh Sports Complex 5019,Nam Dinh,49000
S05020,Hanoi Dome 5020,Hanoi,42500
S05021,Hanoi National Stadium 5021,Hanoi,27500
S05022,Binh Duong Arena 5022,Binh Duong,63000
S05023,Nha Trang National Stadium 5023,Nha Trang,26500
S05024,Quy Nhon National Stadium 5024,Quy Nhon,33000
S05025,Nam Dinh Arena 5025,Nam Dinh,60000
S05026,Binh Duong Dome 5026,Binh Duong,26500
S05027,Hanoi Sports Complex 5027,Hanoi,33000
S05028,Binh Duong Sports Complex 5028,Binh Duong,22500
S05029,Can Tho Dome 5029,Can Tho,52000
S05030,Ho Chi Minh City Park 5030,Ho Chi Minh City,76000
S05031,Quy Nhon National Stadium 5031,Quy Nhon,22500
S05032,Ho Chi Minh City Arena 5032,Ho Chi Minh City,63000
S05033,Ho Chi Minh City Arena 5033,Ho Chi Minh City,36000
S05034,Nam Dinh National Stadium 5034,Nam Dinh,65000
S05035,Da Nang National Stadium 5035,Da Nang,29500
S05036,Can Tho Dome 5036,Can Tho,20500
S05037,Hai Phong Sports Complex 5037,Hai Phong,70000
S05038,Hai Phong Arena 5038,Hai Phong,35500
S05039,Hanoi Dome 5039,Hanoi,61500
S05040,Nha Trang Arena 5040,Nha Trang,33500
S05041,Da Nang Park 5041,Da Nang,35500
S05042,Hue Arena 5042,Hue,69500
S05043,Hai Phong Sports Complex 5043,Hai Phong,73000
S05044,Hai Phong Arena 5044,Hai Phong,79000
S05045,Nha Trang Sports Complex 5045,Nha Trang,60500
S05046,Quy Nhon Sports Complex 5046,Quy Nhon,21000
S05047,Quy Nhon Sports Complex 5047,Quy Nhon,53000
S05048,Can Tho Sports Complex 5048,Can Tho,65500
S05049,Binh Duong Dome 5049,Binh Duong,69500
S05050,Da Nang National Stadium 5050,Da Nang,77000
S05051,Nam Dinh Dome 5051,Nam Dinh,25000
S05052,Binh Duong Park 5052,Binh Duong,29000
S05053,Hue Sports Complex 5053,Hue,57500
S05054,Nha Trang Arena 5054,Nha Trang,37500
S05055,Binh Duong Park 5055,Binh Duong,69500
S05056,Nha Trang National Stadium 5056,Nha Trang,48500
S05057,Hai Phong Sports Complex 5057,Hai Phong,29500
S05058,Quy Nhon Sports Complex 5058,Quy Nhon,17000
S05059,Ho Chi Minh City Park 5059,Ho Chi Minh City,58000
S05060,Da Nang Dome 5060,Da Nang,24000
S05061,Quy Nhon Park 5061,Quy Nhon,36000
S05062,Can Tho Park 5062,Can Tho,40000
S05063,Nam Dinh National Stadium 5063,Nam Dinh,36000
S05064,Ho Chi Minh City Sports Complex 5064,Ho Chi Minh City,72000
S05065,Hanoi Arena 5065,Hanoi,42500
S05066,Quy Nhon Sports Complex 5066,Quy Nhon,37000
S05067,Ho Chi Minh City Arena 5067,Ho Chi Minh City,75000
S05068,Can Tho Sports Complex 5068,Can Tho,25500
S05069,Quy Nhon Park 5069,Quy Nhon,27000
S05070,Hanoi Dome 5070,Hanoi,68000
S05071,Nam Dinh Dome 5071,Nam Dinh,54000
S05072,Nam Dinh Dome 5072,Nam Dinh,63000
S05073,Hue Dome 5073,Hue,69500
S05074,Hai Phong Sports Complex 5074,Hai Phong,62500
S05075,Can Tho Park 5075,Can Tho,37000
S05076,Quy Nhon Dome 5076,Quy Nhon,34500
S05077,Hanoi Arena 5077,Hanoi,65000
S05078,Binh Duong National Stadium 5078,Binh Duong,42500
S05079,Hue Sports Complex 5079,Hue,77500
S05080,Nam Dinh Dome 5080,Nam Dinh,54000
S05081,Hanoi Arena 5081,Hanoi,48500
S05082,Da Nang Sports Complex 5082,Da Nang,73000
S05083,Nam Dinh Park 5083,Nam Dinh,28000
S05084,Nam Dinh Arena 5084,Nam Dinh,23500
S05085,Can Tho National Stadium 5085,Can Tho,78500
S05086,Ho Chi Minh City Sports Complex 5086,Ho Chi Minh City,67000
S05087,Da Nang Sports Complex 5087,Da Nang,45000
S05088,Hue Arena 5088,Hue,45000
S05089,Hanoi Arena 5089,Hanoi,28000
S05090,Da Nang Sports Complex 5090,Da Nang,35000
S05091,Ho Chi Minh City Arena 5091,Ho Chi Minh City,30500
S05092,Hai Phong Dome 5092,Hai Phong,21000
S05093,Hai Phong Arena 5093,Hai Phong,60000
S05094,Binh Duong Sports Complex 5094,Binh Duong,15500
S05095,Quy Nhon Arena 5095,Quy Nhon,37500
S05096,Ho Chi Minh City Dome 5096,Ho Chi Minh City,51000
S05097,Hue Arena 5097,Hue,75000
S05098,Quy Nhon Dome 5098,Quy Nhon,69500
S05099,Quy Nhon Arena 5099,Quy Nhon,65000
S05100,Ho Chi Minh City Dome 5100,Ho Chi Minh City,23500
S05101,Can Tho Arena 5101,Can Tho,41000
S05102,Can Tho Sports Complex 5102,Can Tho,68500
S05103,Hue Park 5103,Hue,41000
S05104,Binh Duong National Stadium 5104,Binh Duong,37500
S05105,Quy Nhon Park 5105,Quy Nhon,17000
S05106,Hai Phong Park 5106,Hai Phong,26500
S05107,Hai Phong Sports Complex 5107,Hai Phong,38500
S05108,Can Tho Park 5108,Can Tho,69000
S05109,Hanoi Park 5109,Hanoi,54500
S05110,Hue National Stadium 5110,Hue,57500
S05111,Hai Phong Arena 5111,Hai Phong,48000
S05112,Hai Phong National Stadium 5112,Hai Phong,29000
S05113,Nha Trang Dome 5113,Nha Trang,21000
S05114,Can Tho Dome 5114,Can Tho,58000
S05115,Da Nang Dome 5115,Da Nang,25000
S05116,Nha Trang Sports Complex 5116,Nha Trang,40500
S05117,Quy Nhon National Stadium 5117,Quy Nhon,32000
S05118,Hue Arena 5118,Hue,25500
S05119,Hue Park 5119,Hue,69500
S05120,Ho Chi Minh City Dome 5120,Ho Chi Minh City,68000
S05121,Ho Chi Minh City Sports Complex 5121,Ho Chi Minh City,60000
S05122,Ho Chi Minh City Dome 5122,Ho Chi Minh City,67500
S05123,Hanoi Arena 5123,Hanoi,36000
S05124,Da Nang Park 5124,Da Nang,48000
S05125,Hue Dome 5125,Hue,16000
S05126,Quy Nhon Dome 5126,Quy Nhon,42500
S05127,Hanoi Sports Complex 5127,Hanoi,43000
S05128,Nha Trang National Stadium 5128,Nha Trang,54500
S05129,Quy Nhon Park 5129,Quy Nhon,39500
S05130,Quy Nhon Sports Complex 5130,Quy Nhon,70500
S05131,Binh Duong Sports Complex 5131,Binh Duong,22500
S05132,Da Nang Dome 5132,Da Nang,50000
S05133,Hue National Stadium 5133,Hue,25000
S05134,Hanoi Sports Complex 5134,Hanoi,77000
S05135,Nam Dinh Sports Complex 5135,Nam Dinh,28000
S05136,Binh Duong Park 5136,Binh Duong,62500
S05137,Quy Nhon Dome 5137,Quy Nhon,18000
S05138,Quy Nhon Sports Complex 5138,Quy Nhon,17500
S05139,Ho Chi Minh City Dome 5139,Ho Chi Minh City,45000
S05140,Can Tho National Stadium 5140,Can Tho,73500
S05141,Nam Dinh Sports Complex 5141,Nam Dinh,31500
S05142,Hue Sports Complex 5142,Hue,59000
S05143,Nha Trang National Stadium 5143,Nha Trang,50500
S05144,Nha Trang Arena 5144,Nha Trang,34000
S05145,Can Tho Dome 5145,Can Tho,16000
S05146,Quy Nhon Sports Complex 5146,Quy Nhon,34500
S05147,Hanoi Park 5147,Hanoi,22500
S05148,Can Tho National Stadium 5148,Can Tho,50000
S05149,Hue Arena 5149,Hue,26500
S05150,Ho Chi Minh City Park 5150,Ho Chi Minh City,21000
S05151,Da Nang Arena 5151,Da Nang,56500
S05152,Quy Nhon Dome 5152,Quy Nhon,73500
S05153,Nha Trang Sports Complex 5153,Nha Trang,78500
S05154,Quy Nhon Park 5154,Quy Nhon,31000
S05155,Binh Duong Park 5155,Binh Duong,45000
S05156,Hanoi National Stadium 5156,Hanoi,36500
S05157,Can Tho National Stadium 5157,Can Tho,24500
S05158,Nam Dinh National Stadium 5158,Nam Dinh,40000
S05159,Binh Duong National Stadium 5159,Binh Duong,37000
S05160,Nha Trang Dome 5160,Nha Trang,41500
S05161,Hanoi Arena 5161,Hanoi,77500
S05162,Nha Trang National Stadium 5162,Nha Trang,70000
S05163,Hue National Stadium 5163,Hue,67000
S05164,Hai Phong Park 5164,Hai Phong,32000
S05165,Nha Trang Park 5165,Nha Trang,48500
S05166,Binh Duong Arena 5166,Binh Duong,60500
S05167,Hanoi Sports Complex 5167,Hanoi,52500
S05168,Quy Nhon Arena 5168,Quy Nhon,65000
S05169,Hue Sports Complex 5169,Hue,64000
S05170,Da Nang Sports Complex 5170,Da Nang,48000
S05171,Hanoi Park 5171,Hanoi,41000
S05172,Da Nang Sports Complex 5172,Da Nang,33000
S05173,Hanoi Dome 5173,Hanoi,28500
S05174,Hanoi Dome 5174,Hanoi,58000
S05175,Da Nang Sports Complex 5175,Da Nang,32500
S05176,Quy Nhon Park 5176,Quy Nhon,67000
S05177,Can Tho National Stadium 5177,Can Tho,29500
S05178,Hai Phong National Stadium 5178,Hai Phong,61500
S05179,Can Tho Arena 5179,Can Tho,19000
S05180,Nam Dinh Sports Complex 5180,Nam Dinh,62500
S05181,Nam Dinh Dome 5181,Nam Dinh,53500
S05182,Hue Park 5182,Hue,36500
S05183,Binh Duong Dome 5183,Binh Duong,46000
S05184,Binh Duong National Stadium 5184,Binh Duong,37500
S05185,Can Tho Sports Complex 5185,Can Tho,37500
S05186,Quy Nhon Arena 5186,Quy Nhon,45500
S05187,Quy Nhon Arena 5187,Quy Nhon,50000
S05188,Da Nang Dome 5188,Da Nang,32000
S05189,Hue National Stadium 5189,Hue,58500
S05190,Nam Dinh National Stadium 5190,Nam Dinh,56500
S05191,Quy Nhon Park 5191,Quy Nhon,79500
S05192,Can Tho National Stadium 5192,Can Tho,28500
S05193,Binh Duong Sports Complex 5193,Binh Duong,35000
S05194,Nha Trang Sports Complex 5194,Nha Trang,44500
S05195,Quy Nhon National Stadium 5195,Quy Nhon,25000
S05196,Nam Dinh Park 5196,Nam Dinh,26000
S05197,Nam Dinh Sports Complex 5197,Nam Dinh,52000
S05198,Hue Dome 5198,Hue,65000
S05199,Hanoi Sports Complex 5199,Hanoi,51500
S05200,Quy Nhon Arena 5200,Quy Nhon,39500
S05201,Binh Duong Arena 5201,Binh Duong,40000
S05202,Nam Dinh National Stadium 5202,Nam Dinh,21500
S05203,Hue Arena 5203,Hue,29000
S05204,Ho Chi Minh City Park 5204,Ho Chi Minh City,34000
S05205,Da Nang Arena 5205,Da Nang,65500
S05206,Hue Park 5206,Hue,42000
S05207,Can Tho Arena 5207,Can Tho,42500
S05208,Nam Dinh Sports Complex 5208,Nam Dinh,36000
S05209,Can Tho National Stadium 5209,Can Tho,58500
S05210,Can Tho Park 5210,Can Tho,50000
S05211,Binh Duong Dome 5211,Binh Duong,30000
S05212,Hue Dome 5212,Hue,64500
S05213,Quy Nhon Sports Complex 5213,Quy Nhon,69000
S05214,Quy Nhon Arena 5214,Quy Nhon,75500
S05215,Da Nang Dome 5215,Da Nang,34000
S05216,Hanoi Park 5216,Hanoi,69500
S05217,Can Tho Dome 5217,Can Tho,58000
S05218,Da Nang National Stadium 5218,Da Nang,40000
S05219,Nam Dinh Dome 5219,Nam Dinh,79000
S05220,Hue Dome 5220,Hue,27500
S05221,Hanoi Park 5221,Hanoi,29500
S05222,Da Nang Park 5222,Da Nang,55500
S05223,Binh Duong National Stadium 5223,Binh Duong,54500
S05224,Nam Dinh Dome 5224,Nam Dinh,77000
S05225,Hanoi Sports Complex 5225,Hanoi,55000
S05226,Hai Phong Arena 5226,Hai Phong,52500
S05227,Quy Nhon National Stadium 5227,Quy Nhon,77500
S05228,Can Tho National Stadium 5228,Can Tho,63500
S05229,Nam Dinh Dome 5229,Nam Dinh,51000
S05230,Binh Duong Arena 5230,Binh Duong,70500
S05231,Da Nang Dome 5231,Da Nang,39000
S05232,Hai Phong Arena 5232,Hai Phong,46000
S05233,Hai Phong Sports Complex 5233,Hai Phong,23500
S05234,Nha Trang National Stadium 5234,Nha Trang,73500
S05235,Hanoi Arena 5235,Hanoi,53000
S05236,Quy Nhon Dome 5236,Quy Nhon,31000
S05237,Nam Dinh Dome 5237,Nam Dinh,80000
S05238,Hai Phong Arena 5238,Hai Phong,79000
S05239,Quy Nhon Park 5239,Quy Nhon,57000
S05240,Ho Chi Minh City Park 5240,Ho Chi Minh City,70000
S05241,Can Tho Arena 5241,Can Tho,31000
S05242,Quy Nhon National Stadium 5242,Quy Nhon,15500
S05243,Hanoi Dome 5243,Hanoi,72000
S05244,Binh Duong Dome 5244,Binh Duong,71500
S05245,Hue National Stadium 5245,Hue,66500
S05246,Hue Sports Complex 5246,Hue,73000
S05247,Binh Duong National Stadium 5247,Binh Duong,62000
S05248,Nam Dinh Park 5248,Nam Dinh,62000
S05249,Hanoi Dome 5249,Hanoi,46500
S05250,Hanoi Sports Complex 5250,Hanoi,68000
S05251,Hue National Stadium 5251,Hue,39000
S05252,Hue Park 5252,Hue,56000
S05253,Quy Nhon Dome 5253,Quy Nhon,66500
S05254,Ho Chi Minh City National Stadium 5254,Ho Chi Minh City,24500
S05255,Nha Trang Park 5255,Nha Trang,64500
S05256,Ho Chi Minh City Arena 5256,Ho Chi Minh City,39000
S05257,Hue Sports Complex 5257,Hue,24500
S05258,Hai Phong Dome 5258,Hai Phong,29000
S05259,Nha Trang National Stadium 5259,Nha Trang,36500
S05260,Ho Chi Minh City Dome 5260,Ho Chi Minh City,74000
S05261,Quy Nhon Arena 5261,Quy Nhon,64500
S05262,Nha Trang Sports Complex 5262,Nha Trang,34500
S05263,Quy Nhon Sports Complex 5263,Quy Nhon,66500
S05264,Quy Nhon Sports Complex 5264,Quy Nhon,52000
S05265,Nha Trang Park 5265,Nha Trang,17500
S05266,Da Nang Arena 5266,Da Nang,49000
S05267,Nha Trang National Stadium 5267,Nha Trang,29500
S05268,Can Tho Park 5268,Can Tho,39000
S05269,Nha Trang Sports Complex 5269,Nha Trang,77000
S05270,Da Nang Park 5270,Da Nang,56500
S05271,Nha Trang Dome 5271,Nha Trang,61500
S05272,Quy Nhon Sports Complex 5272,Quy Nhon,25000
S05273,Da Nang Arena 5273,Da Nang,55000
S05274,Nha Trang Dome 5274,Nha Trang,32000
S05275,Hai Phong National Stadium 5275,Hai Phong,71000
S05276,Hai Phong Park 5276,Hai Phong,35000
S05277,Da Nang Park 5277,Da Nang,16000
S05278,Nha Trang Sports Complex 5278,Nha Trang,62500
S05279,Binh Duong Park 5279,Binh Duong,41500
S05280,Quy Nhon Park 5280,Quy Nhon,74000
